;TCO (€/km);LCE (gGHG/km);TCO_Capex (€);TCO_Opex (€/km);Em_fc (gGHG/km);Em_vc (gGHG);FE;E_batt;E_battEmptyPHEV;P_batt;P_fc;C3;C5;Em_elFC;Em_elVC;cd;cd_phev;Em_elBatt;L;D;r;C_fuel;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_battSet;C_fcSet;CF;w_h2;w_synth;s_ren;Number;fe_phev_cd;fe_phev_cs;c_phev_el;c_phev_synth
75;0.3447;111.8183;38992.5684;0.139;34.4341;14666909.3724;16.2003;61.4231;0.0;0.0;0.0;95.6863;0.0;203.3831;507.2922;0.0;0.6005;837.3531;16.1861;11709.6416;7.2441;0.4535;196.8733;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;76;0.0;0.0;0.0;0.0
76;0.2938;134.6633;35345.7061;0.0979;65.7446;12435892.5372;16.647;50.1109;0.0;0.0;0.0;95.6102;0.0;377.5966;510.1516;0.0;0.9574;839.1394;16.7593;10766.7241;7.5876;0.2009;168.5403;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;77;0.0;0.0;0.0;0.0
77;0.3147;117.4476;34224.7403;0.1249;56.4657;10996430.5487;16.6837;43.1785;0.0;0.0;0.0;93.8527;0.0;317.643;585.1394;0.0;0.7875;807.5858;16.8988;10670.7507;7.8952;0.3432;169.6386;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;78;0.0;0.0;0.0;0.0
78;0.3562;138.1266;38138.4679;0.1297;55.6997;13877330.1425;16.5437;61.9705;0.0;0.0;0.0;94.014;0.0;316.5282;529.8033;0.0;0.5348;774.1646;15.9466;10557.6823;7.3366;0.3634;181.3519;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;79;0.0;0.0;0.0;0.0
79;0.3219;111.3943;35089.9916;0.1201;44.7935;11578475.9939;15.7359;45.2387;0.0;0.0;0.0;95.8669;0.0;272.8931;551.9623;0.0;0.2381;835.4932;16.7525;10377.4904;7.0789;0.3193;181.0395;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;80;0.0;0.0;0.0;0.0
80;0.322;137.9956;36528.9985;0.1163;61.0344;13666907.1647;15.5968;53.2441;0.0;0.0;0.0;93.543;0.0;366.0585;553.7849;0.0;0.9498;872.2744;15.3077;11600.8083;7.3694;0.3411;180.8463;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;81;0.0;0.0;0.0;0.0
81;0.3279;137.0827;36498.3375;0.1328;69.1471;12709343.7019;16.6406;49.9506;0.0;0.0;0.0;94.8964;0.0;394.3255;537.6528;0.0;0.1742;855.3235;15.7034;11913.3076;7.3607;0.4145;192.1566;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;82;0.0;0.0;0.0;0.0
82;0.3686;134.7049;39519.4186;0.1311;34.7762;16625463.9979;15.4156;67.114;0.0;0.0;0.0;94.3329;0.0;212.8063;556.478;0.0;0.5008;876.0759;16.2701;10225.7005;7.2572;0.3851;188.0296;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;83;0.0;0.0;0.0;0.0
83;0.357;124.1357;35489.5425;0.13;59.0555;10174824.5177;16.5957;43.9281;0.0;0.0;0.0;94.7562;0.0;337.188;540.0115;0.0;0.8574;735.6278;15.1513;10318.7704;7.2698;0.3552;195.5364;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;84;0.0;0.0;0.0;0.0
84;0.3777;147.8576;39451.0219;0.1461;40.6074;18271661.4269;16.312;73.385;0.0;0.0;0.0;93.3506;0.0;232.3886;550.9506;0.0;0.2745;895.3925;16.4926;10329.7735;7.0564;0.4456;171.0298;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;85;0.0;0.0;0.0;0.0
85;0.3212;122.3624;36436.5173;0.1073;50.372;12262157.1564;15.7993;51.619;0.0;0.0;0.0;94.6376;0.0;301.7277;592.5196;0.0;0.2199;778.4122;15.857;10741.6526;7.7938;0.2664;184.7482;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;86;0.0;0.0;0.0;0.0
86;0.3573;115.361;35599.7091;0.1535;47.8346;11796547.9855;16.2315;51.6523;0.0;0.0;0.0;93.4651;0.0;275.4437;552.1393;0.0;0.599;753.5528;16.7553;10426.2655;7.512;0.4976;168.4283;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;87;0.0;0.0;0.0;0.0
87;0.3401;157.7796;40253.3016;0.1287;66.5828;17365006.409;16.9307;72.2094;0.0;0.0;0.0;95.505;0.0;375.5892;567.2376;0.0;0.7955;856.065;15.9933;11905.7543;7.1926;0.3844;184.9247;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;88;0.0;0.0;0.0;0.0
88;0.3377;161.6294;38583.5558;0.1163;64.3772;16948567.8267;15.886;67.09;0.0;0.0;0.0;95.2483;0.0;385.989;547.8093;0.0;0.3341;897.4233;15.4743;11262.1868;7.1243;0.323;174.1475;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;89;0.0;0.0;0.0;0.0
89;0.3377;118.8028;38442.0232;0.1206;36.3142;14605912.2643;15.297;71.2919;0.0;0.0;0.0;93.9256;0.0;222.9741;533.0352;0.0;0.9303;718.2276;15.004;11801.2399;7.1339;0.3751;161.8981;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;90;0.0;0.0;0.0;0.0
90;0.3724;148.6428;42059.4165;0.1368;56.2073;16503540.8517;16.423;76.31;0.0;0.0;0.0;93.8696;0.0;321.2664;512.5469;0.0;0.8383;776.5348;15.4555;11551.9522;7.8043;0.4368;198.6557;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;91;0.0;0.0;0.0;0.0
91;0.3071;127.8136;36184.1945;0.1127;58.1592;12964665.6748;15.5814;55.6053;0.0;0.0;0.0;94.7022;0.0;353.4856;504.9157;0.0;0.1605;799.2916;15.8032;11777.887;7.2227;0.3241;166.966;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;92;0.0;0.0;0.0;0.0
92;0.3842;148.3271;39911.2901;0.1313;39.7552;17133301.0991;15.6669;70.4992;0.0;0.0;0.0;94.8892;0.0;240.7842;558.3448;0.0;0.8164;864.3993;15.0969;10452.8817;7.9835;0.3963;184.5594;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;93;0.0;0.0;0.0;0.0
93;0.3414;149.2735;42102.3677;0.1;42.9189;18550286.7202;15.1609;77.1684;0.0;0.0;0.0;95.488;0.0;270.3164;598.685;0.0;0.5474;859.8015;15.1795;11490.4453;7.1062;0.2505;197.0025;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;94;0.0;0.0;0.0;0.0
94;0.3554;116.4636;35028.4358;0.1313;46.683;10908532.977;15.0095;44.1496;0.0;0.0;0.0;93.5889;0.0;291.083;526.1277;0.0;0.6319;803.4743;15.5627;10044.9308;7.5663;0.394;184.1112;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;95;0.0;0.0;0.0;0.0
95;0.3853;144.6815;39451.2781;0.1427;40.5973;16923445.2522;15.166;78.3344;0.0;0.0;0.0;94.3731;0.0;252.6241;589.9542;0.0;0.1012;766.0259;16.2256;10020.8221;7.0642;0.4493;160.2269;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;96;0.0;0.0;0.0;0.0
96;0.3599;150.491;38277.9798;0.1517;54.5141;17643205.0378;16.3436;69.9557;0.0;0.0;0.0;95.7244;0.0;319.2888;566.676;0.0;0.0732;898.3365;16.9854;10822.6853;7.0153;0.4889;162.6455;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;97;0.0;0.0;0.0;0.0
97;0.3269;114.0928;37986.4755;0.1282;41.8027;13819241.1325;15.7956;58.8068;0.0;0.0;0.0;93.7808;0.0;248.1886;593.9959;0.0;0.7692;794.0659;16.842;11350.4048;7.6717;0.3992;188.5237;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;98;0.0;0.0;0.0;0.0
98;0.333;113.9443;39378.5746;0.1157;36.8058;13980057.8022;15.6047;66.6341;0.0;0.0;0.0;95.4636;0.0;225.164;528.319;0.0;0.0351;729.1435;15.6652;11569.1623;7.1141;0.334;187.2701;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;99;0.0;0.0;0.0;0.0
99;0.3438;150.8711;41684.7706;0.0964;58.7633;15517179.957;15.4081;74.008;0.0;0.0;0.0;93.9118;0.0;358.1604;582.9297;0.0;0.6887;733.5652;15.1029;11154.6549;7.4187;0.2194;199.7726;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;100;0.0;0.0;0.0;0.0
100;0.3496;136.5734;38602.5935;0.1242;42.3484;16135539.6282;15.4919;70.802;0.0;0.0;0.0;95.9548;0.0;262.3004;574.2923;0.0;0.5507;801.4562;15.846;10806.816;7.3945;0.3649;165.2862;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;101;0.0;0.0;0.0;0.0
101;0.3368;125.9476;36827.4995;0.1194;48.9052;13050197.099;16.3332;59.4937;0.0;0.0;0.0;93.2646;0.0;279.255;507.3887;0.0;0.3037;754.5956;16.5556;10231.5801;7.4977;0.3032;166.8664;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;102;0.0;0.0;0.0;0.0
102;0.35;119.2012;36957.5466;0.1408;36.7451;14567311.6324;16.6479;61.5031;0.0;0.0;0.0;95.3338;0.0;210.4197;562.4794;0.0;0.2632;817.078;16.9287;10435.9652;7.8626;0.4214;163.5291;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;103;0.0;0.0;0.0;0.0
103;0.3132;137.0924;35654.921;0.1117;67.0809;12389323.8329;16.8411;45.8465;0.0;0.0;0.0;94.0408;0.0;374.5804;598.9142;0.0;0.2449;879.9704;16.2217;10908.9367;7.9334;0.2788;190.9616;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;104;0.0;0.0;0.0;0.0
104;0.3569;143.9231;40569.6326;0.1334;46.2974;17720245.148;15.3211;71.6133;0.0;0.0;0.0;93.7221;0.0;283.2102;577.1048;0.0;0.6543;880.833;16.6176;10922.8893;7.5225;0.4277;190.8812;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;105;0.0;0.0;0.0;0.0
105;0.3512;160.4783;38763.0824;0.1156;66.5011;15463999.2761;15.9141;71.8246;0.0;0.0;0.0;94.0572;0.0;393.0416;592.096;0.0;0.2487;749.9006;15.4274;10666.1128;7.7328;0.3069;165.1674;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;106;0.0;0.0;0.0;0.0
106;0.3501;143.0499;38195.6874;0.1312;63.6577;13856208.4378;16.8794;60.2138;0.0;0.0;0.0;93.871;0.0;354.0183;538.7318;0.0;0.2868;792.1057;16.6927;10455.3895;7.4421;0.3621;187.593;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;107;0.0;0.0;0.0;0.0
107;0.3272;133.668;36648.4838;0.133;63.0198;13332594.7807;15.3501;55.0661;0.0;0.0;0.0;93.593;0.0;384.2461;568.6903;0.0;0.806;816.4817;16.2144;11638.9233;7.3248;0.4429;177.0324;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;108;0.0;0.0;0.0;0.0
108;0.3255;138.7802;36907.6407;0.1203;61.3465;13928033.7195;15.2385;56.6807;0.0;0.0;0.0;95.5773;0.0;384.7713;562.0566;0.0;0.7348;838.1224;16.2458;11071.8126;7.1751;0.3548;176.5617;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;109;0.0;0.0;0.0;0.0
109;0.3142;112.616;34002.8866;0.1086;45.683;11071093.8493;16.9474;42.6598;0.0;0.0;0.0;93.8403;0.0;252.9536;542.9653;0.0;0.4273;839.2952;16.503;10022.7601;7.8536;0.2329;166.5007;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;110;0.0;0.0;0.0;0.0
110;0.3359;128.2352;38653.8569;0.1292;47.1391;15162054.2957;16.7596;70.196;0.0;0.0;0.0;94.4006;0.0;265.5173;576.1764;0.0;0.9889;752.1789;15.9058;11754.4667;7.3632;0.3894;167.4434;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;111;0.0;0.0;0.0;0.0
111;0.3585;122.0296;36009.4304;0.1271;42.7479;12338467.5948;16.286;56.8102;0.0;0.0;0.0;93.7883;0.0;246.1779;536.7212;0.0;0.1735;730.8751;15.197;10240.7199;7.5975;0.3471;160.3485;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;112;0.0;0.0;0.0;0.0
112;0.3401;126.1371;38529.2758;0.1262;38.0658;15867348.391;15.0466;64.5022;0.0;0.0;0.0;93.9506;0.0;237.6819;503.963;0.0;0.2859;874.301;15.0422;11977.2843;7.966;0.4283;180.2927;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;113;0.0;0.0;0.0;0.0
113;0.3568;123.1976;38865.1137;0.1312;41.2341;14122095.7718;15.5793;70.4356;0.0;0.0;0.0;94.618;0.0;250.4275;515.9554;0.0;0.9421;702.3043;16.5545;10407.8785;7.2434;0.3879;169.8731;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;114;0.0;0.0;0.0;0.0
114;0.3411;139.963;41763.3182;0.1095;49.7108;16274238.5836;16.4036;78.0675;0.0;0.0;0.0;95.3309;0.0;288.8983;595.0732;0.0;0.9473;734.3814;16.7849;10742.9621;7.3056;0.2633;190.3906;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;115;0.0;0.0;0.0;0.0
115;0.3445;149.8046;38994.257;0.1101;59.2115;15071296.7086;15.7056;62.7008;0.0;0.0;0.0;94.8755;0.0;357.6889;556.215;0.0;0.3988;835.8121;15.2874;10882.3323;7.4412;0.2833;192.8884;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;116;0.0;0.0;0.0;0.0
116;0.3173;147.8627;40490.3367;0.1035;63.6217;15956735.7711;16.4213;78.9308;0.0;0.0;0.0;93.0893;0.0;360.6598;561.8133;0.0;0.8664;716.1885;16.4583;11508.9565;7.3384;0.2529;172.1804;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;117;0.0;0.0;0.0;0.0
117;0.3441;126.8016;35836.7196;0.1413;62.4683;11369768.5506;15.0317;49.3429;0.0;0.0;0.0;94.5104;0.0;392.7633;585.2689;0.0;0.9681;742.2155;15.4661;11427.0692;7.0892;0.4917;181.1146;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;118;0.0;0.0;0.0;0.0
118;0.3233;115.5045;36588.6776;0.1309;46.4551;13130253.6754;15.17;53.8645;0.0;0.0;0.0;94.4859;0.0;289.3445;528.8194;0.0;0.5421;829.6833;16.7939;11323.0081;7.8017;0.432;179.8713;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;119;0.0;0.0;0.0;0.0
119;0.2928;98.3946;35094.5304;0.1008;37.0419;11214770.7132;16.6856;44.4425;0.0;0.0;0.0;93.5771;0.0;207.7403;576.3009;0.0;0.037;808.5474;15.5054;11788.9044;7.1199;0.2396;184.385;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;120;0.0;0.0;0.0;0.0
120;0.2993;115.571;35183.8657;0.1108;49.8025;12278611.4842;15.3184;48.199;0.0;0.0;0.0;95.0534;0.0;309.0333;575.9764;0.0;0.907;837.175;16.2679;11476.2452;7.5849;0.314;171.868;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;121;0.0;0.0;0.0;0.0
121;0.3383;138.174;38492.7903;0.1221;48.139;16026436.5905;15.4755;65.4735;0.0;0.0;0.0;95.2714;0.0;296.3571;536.4552;0.0;0.7627;864.6795;16.1285;11036.5085;7.4786;0.3617;177.0608;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;122;0.0;0.0;0.0;0.0
122;0.3707;145.7677;39474.8828;0.1205;46.4025;15678754.9705;15.5882;66.5549;0.0;0.0;0.0;94.6701;0.0;281.811;530.2139;0.0;0.9923;831.6643;15.6836;10060.7706;7.7433;0.3205;188.94;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;123;0.0;0.0;0.0;0.0
123;0.3008;96.8502;35927.4778;0.1076;36.4553;11228791.0591;15.9473;48.0042;0.0;0.0;0.0;95.6214;0.0;218.5891;593.1027;0.0;0.5816;747.5046;15.762;11795.6432;7.3871;0.2907;188.056;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;124;0.0;0.0;0.0;0.0
124;0.328;134.1467;39243.5947;0.1065;40.3764;16610166.1329;16.279;68.9428;0.0;0.0;0.0;95.4944;0.0;236.8523;513.5646;0.0;0.3214;861.5317;15.2442;11619.9446;7.6181;0.2771;179.0411;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;125;0.0;0.0;0.0;0.0
125;0.3316;118.8234;35814.8306;0.1096;40.3117;12666190.6098;15.3009;54.4628;0.0;0.0;0.0;94.0807;0.0;247.8644;577.3222;0.0;0.9863;773.7919;15.357;10505.2093;7.7309;0.2796;163.6866;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;126;0.0;0.0;0.0;0.0
126;0.3289;94.3034;36751.026;0.1237;33.1344;10953824.6876;15.5062;50.6861;0.0;0.0;0.0;95.3562;0.0;203.7618;522.9727;0.0;0.116;709.2812;15.145;11824.0164;7.0738;0.3876;194.3536;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;127;0.0;0.0;0.0;0.0
127;0.3769;132.1346;36624.1575;0.1503;43.8705;14263368.1717;16.6975;57.9045;0.0;0.0;0.0;95.9225;0.0;252.024;522.3523;0.0;0.1177;854.3607;15.2599;10589.7728;7.4351;0.4704;167.9344;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;128;0.0;0.0;0.0;0.0
128;0.352;125.1702;41666.2407;0.1338;44.9675;15316966.4899;16.4263;76.2221;0.0;0.0;0.0;93.1923;0.0;255.1169;540.4091;0.0;0.6536;710.3117;16.5712;11524.708;7.6104;0.4183;193.7265;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;129;0.0;0.0;0.0;0.0
129;0.3756;149.0828;37069.2787;0.1408;52.8486;15194837.5156;15.5691;60.3671;0.0;0.0;0.0;94.7821;0.0;321.7337;558.9433;0.0;0.0323;874.1053;15.1803;10401.2747;7.9381;0.4502;168.4573;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;130;0.0;0.0;0.0;0.0
