;TCO (€/km);LCE (gGHG/km);TCO_Capex (€);TCO_Opex (€/km);Em_fc (gGHG/km);Em_vc (gGHG);FE;E_batt;E_battEmptyPHEV;P_batt;P_fc;C3;C5;Em_elFC;Em_elVC;cd;cd_phev;Em_elBatt;L;D;r;C_fuel;C_batt;C_fc;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;C_main;m_curb;C_msrp;P_battSet;E_battSet;P_fcSet;C_battSet;C_fcSet;CF;w_h2;w_synth;s_ren;Number;fe_phev_cd;fe_phev_cs;c_phev_el;c_phev_synth
0;0.3326;120.1152;39817.2866;0.1156;35.0444;15607642.0777;15.1262;75.0933;0.0;0.0;0.0;94.7086;0.0;219.421;591.5614;0.0;0.4136;726.8714;15.6161;11748.5536;7.9593;0.3577;172.0165;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;1;0.0;0.0;0.0;0.0
1;0.3173;145.9966;36836.1523;0.0981;60.6312;14347290.2728;15.3485;60.0305;0.0;0.0;0.0;93.4374;0.0;369.106;561.6611;0.0;0.3585;821.6566;16.141;10412.5684;7.4054;0.2065;165.5184;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;2;0.0;0.0;0.0;0.0
2;0.3474;123.0913;38095.8359;0.1267;54.1487;11897998.5388;16.765;56.6105;0.0;0.0;0.0;94.7928;0.0;306.1678;509.5448;0.0;0.2125;709.1882;15.1608;11383.1907;7.1723;0.3643;197.7696;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;3;0.0;0.0;0.0;0.0
3;0.3272;138.892;42354.1117;0.1077;48.8756;17371796.5995;15.6189;77.8117;0.0;0.0;0.0;93.7094;0.0;293.241;591.8991;0.0;0.8883;793.6068;16.2431;11881.0265;7.2936;0.2983;198.6091;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;4;0.0;0.0;0.0;0.0
4;0.3142;143.8148;39695.5672;0.1141;50.7247;18462794.9123;16.6344;78.5746;0.0;0.0;0.0;95.9792;0.0;292.6775;560.7581;0.0;0.3156;847.001;16.5496;11984.1229;7.3758;0.3176;162.8461;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;5;0.0;0.0;0.0;0.0
5;0.3339;147.6088;39065.7399;0.1038;55.1647;15697416.0933;15.4668;68.417;0.0;0.0;0.0;94.8579;0.0;338.325;554.1041;0.0;0.4511;806.3764;16.2341;10459.7312;7.3907;0.2383;177.8175;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;6;0.0;0.0;0.0;0.0
6;0.3156;107.8983;34836.802;0.1256;53.1734;10035180.08;16.0559;42.9341;0.0;0.0;0.0;94.5715;0.0;313.1988;571.8571;0.0;0.6418;727.2001;15.3977;11909.2588;7.957;0.396;184.8601;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;7;0.0;0.0;0.0;0.0
7;0.3825;150.7894;42031.244;0.1383;59.1079;15780946.0325;16.273;79.5196;0.0;0.0;0.0;95.5719;0.0;347.1426;574.7274;0.0;0.9594;700.2477;16.4414;10469.1732;7.4125;0.4137;190.2832;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;8;0.0;0.0;0.0;0.0
8;0.3211;112.7583;34448.2472;0.1451;56.3179;11047256.2712;16.2453;46.9031;0.0;0.0;0.0;94.9681;0.0;329.2276;566.9797;0.0;0.5087;757.0698;16.3802;11949.3685;7.0331;0.4884;160.9328;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;9;0.0;0.0;0.0;0.0
9;0.3763;168.4334;41572.091;0.113;64.3984;16423598.9753;16.954;76.5547;0.0;0.0;0.0;95.7178;0.0;363.5762;524.4101;0.0;0.6574;767.9605;15.4228;10235.8929;7.3834;0.258;191.655;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;10;0.0;0.0;0.0;0.0
10;0.3196;127.1236;36539.5181;0.1056;52.7654;12695969.5875;15.8974;49.9289;0.0;0.0;0.0;95.9308;0.0;318.4057;524.6911;0.0;0.8403;858.5152;15.0711;11329.0019;7.7555;0.2717;193.0649;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;11;0.0;0.0;0.0;0.0
11;0.2828;124.7604;34809.3877;0.0969;63.3758;11492524.9644;15.1472;42.8298;0.0;0.0;0.0;93.0321;0.0;389.2458;502.6046;0.0;0.2571;890.1508;15.7079;11918.9534;7.5606;0.2486;184.6702;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;12;0.0;0.0;0.0;0.0
12;0.2905;119.3893;35382.852;0.0969;61.8569;10514267.7971;16.805;46.1784;0.0;0.0;0.0;94.2176;0.0;346.8023;541.3872;0.0;0.6975;730.6328;15.4199;11851.8304;7.453;0.2219;183.6974;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;13;0.0;0.0;0.0;0.0
13;0.3716;126.1174;39352.3139;0.1462;34.6995;15957823.1233;16.0465;67.7027;0.0;0.0;0.0;95.4577;0.0;206.4207;534.2545;0.0;0.7203;833.8821;16.713;10444.5014;7.4081;0.4624;183.9264;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;14;0.0;0.0;0.0;0.0
14;0.3392;109.7744;35187.907;0.1157;36.8144;11485309.6964;16.1574;45.5702;0.0;0.0;0.0;94.5906;0.0;215.5235;545.8873;0.0;0.4602;823.5776;15.0934;10429.6862;7.0532;0.2884;181.8712;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;15;0.0;0.0;0.0;0.0
15;0.3432;138.1872;40857.1755;0.1028;31.8471;18070698.4486;15.1425;74.8843;0.0;0.0;0.0;95.5137;0.0;200.8806;589.1572;0.0;0.0424;860.7717;16.8972;10056.8747;7.4642;0.2238;186.3832;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;16;0.0;0.0;0.0;0.0
16;0.3195;136.3136;37009.3685;0.1024;56.5771;13590942.6311;16.4695;61.0454;0.0;0.0;0.0;95.0297;0.0;326.4521;525.644;0.0;0.3231;767.5202;15.8841;10730.7442;7.7833;0.228;165.6041;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;17;0.0;0.0;0.0;0.0
17;0.3671;161.4001;39541.9583;0.1213;57.3712;16732970.7673;15.5376;67.1876;0.0;0.0;0.0;95.178;0.0;351.4364;522.0102;0.0;0.5812;888.6423;15.8229;10165.5983;7.5057;0.327;188.1591;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;18;0.0;0.0;0.0;0.0
18;0.3206;105.7572;34613.5719;0.1127;40.7353;10827090.1449;15.8575;47.2478;0.0;0.0;0.0;95.6099;0.0;245.6058;501.7153;0.0;0.2538;754.2713;15.3718;10832.4586;7.7634;0.2976;163.2578;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;19;0.0;0.0;0.0;0.0
19;0.3525;131.4174;35444.7449;0.1364;64.8715;10916675.1344;16.2674;49.2259;0.0;0.0;0.0;93.1688;0.0;371.5408;544.6292;0.0;0.4005;719.5325;15.6033;10513.6377;7.2551;0.4035;173.5823;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;20;0.0;0.0;0.0;0.0
20;0.3267;141.0291;38206.972;0.1246;61.7495;14989578.7609;16.9062;67.6491;0.0;0.0;0.0;94.4119;0.0;344.8373;505.6373;0.0;0.5154;783.0864;16.1084;11737.5034;7.5366;0.3629;167.1415;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;21;0.0;0.0;0.0;0.0
21;0.3084;95.3964;34730.7493;0.1263;35.4232;11437868.6949;16.5204;44.7092;0.0;0.0;0.0;94.2959;0.0;202.19;545.4924;0.0;0.1476;834.5682;16.3536;11662.0296;7.1457;0.3746;175.1485;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;22;0.0;0.0;0.0;0.0
22;0.3519;138.0926;38869.6202;0.1395;49.4869;16213485.0145;16.8972;66.8453;0.0;0.0;0.0;95.8948;0.0;280.8476;577.2012;0.0;0.8864;850.4956;16.4135;11148.4213;7.6159;0.4268;179.0645;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;23;0.0;0.0;0.0;0.0
23;0.3815;158.0275;40819.7005;0.117;54.4496;15987903.0923;16.7136;79.7718;0.0;0.0;0.0;94.9611;0.0;309.3646;516.6231;0.0;0.8192;717.933;15.1223;10207.2022;7.3595;0.2815;174.494;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;24;0.0;0.0;0.0;0.0
24;0.3679;179.5432;41050.5894;0.1028;59.6855;18556854.52;15.192;76.1398;0.0;0.0;0.0;93.4771;0.0;367.2476;521.7141;0.0;0.8612;884.4745;15.0606;10280.0688;7.7674;0.2341;185.8501;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;25;0.0;0.0;0.0;0.0
25;0.301;83.8435;34649.6393;0.1241;35.391;9491829.6178;15.3844;41.4934;0.0;0.0;0.0;93.5311;0.0;215.1633;513.693;0.0;0.086;720.5923;16.5336;11848.5717;7.1665;0.3951;186.768;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;26;0.0;0.0;0.0;0.0
26;0.3515;129.1823;39934.0581;0.1313;36.1153;16879574.2949;15.2737;68.7603;0.0;0.0;0.0;93.0618;0.0;220.0483;593.6198;0.0;0.1845;863.4532;16.1884;11203.7054;7.8214;0.4287;189.5579;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;27;0.0;0.0;0.0;0.0
27;0.3247;129.4222;36363.8051;0.1275;51.3246;14401171.8873;16.812;56.5145;0.0;0.0;0.0;94.4316;0.0;288.2858;582.8418;0.0;0.9968;868.5939;16.9089;10905.4702;7.6468;0.3594;167.458;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;28;0.0;0.0;0.0;0.0
28;0.3645;156.7706;39019.0668;0.1369;59.7477;16635689.6592;16.3488;75.4025;0.0;0.0;0.0;94.1442;0.0;344.0559;509.6843;0.0;0.4928;792.9456;16.1179;10637.9562;7.26;0.4078;160.725;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;29;0.0;0.0;0.0;0.0
29;0.3468;130.7123;37355.0233;0.1303;60.1692;12173120.0296;16.7488;54.0373;0.0;0.0;0.0;95.0169;0.0;341.3431;536.5977;0.0;0.194;754.1786;16.0893;10725.3194;7.1523;0.3653;193.4779;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;30;0.0;0.0;0.0;0.0
30;0.3364;103.6992;35541.4592;0.1407;41.1428;11359087.1349;16.786;44.6793;0.0;0.0;0.0;93.4212;0.0;228.9772;559.8129;0.0;0.7551;823.0998;15.5995;11640.2138;7.4432;0.4468;193.4108;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;31;0.0;0.0;0.0;0.0
31;0.3726;123.8377;38233.5709;0.1428;43.0596;13442002.6388;15.1438;65.2406;0.0;0.0;0.0;93.8067;0.0;266.7284;527.7117;0.0;0.8247;711.0409;16.1731;10289.0915;7.7735;0.4695;173.7196;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;32;0.0;0.0;0.0;0.0
32;0.3181;144.5694;39807.3284;0.1005;58.6527;15716352.7306;16.1666;70.0557;0.0;0.0;0.0;95.3681;0.0;345.9968;594.288;0.0;0.7321;781.7357;16.5322;11064.7899;7.246;0.2267;184.2438;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;33;0.0;0.0;0.0;0.0
33;0.3608;123.4628;36157.7999;0.1331;47.5402;12057446.0402;15.9475;49.1387;0.0;0.0;0.0;95.1922;0.0;283.772;534.3762;0.0;0.3191;816.7539;15.6872;10123.6837;7.8722;0.387;188.4014;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;34;0.0;0.0;0.0;0.0
34;0.3385;137.7114;36291.4329;0.1292;67.7615;12129296.3062;16.4645;56.8945;0.0;0.0;0.0;95.6371;0.0;393.6052;591.4274;0.0;0.4576;701.1534;16.2674;10659.3359;7.9243;0.3713;165.0675;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;35;0.0;0.0;0.0;0.0
35;0.3737;150.0482;37998.9057;0.1329;52.2123;15438664.2491;16.1982;66.4339;0.0;0.0;0.0;94.2407;0.0;303.77;554.6435;0.0;0.4648;813.557;15.0802;10464.1692;7.2505;0.384;167.0669;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;36;0.0;0.0;0.0;0.0
36;0.3195;140.8618;38697.0139;0.1099;52.2644;16360159.401;15.5769;71.4412;0.0;0.0;0.0;94.0709;0.0;315.6316;591.1354;0.0;0.5176;804.0524;16.4453;11228.582;7.1153;0.2917;165.129;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;37;0.0;0.0;0.0;0.0
37;0.3413;133.42;37444.4561;0.1051;52.139;12884775.7728;16.7615;54.9862;0.0;0.0;0.0;94.5145;0.0;294.0004;562.8584;0.0;0.1718;786.5893;15.5823;10173.1601;7.5324;0.219;191.7655;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;38;0.0;0.0;0.0;0.0
38;0.2783;97.1354;34143.5828;0.0966;35.3156;11614441.326;15.3788;42.6051;0.0;0.0;0.0;95.3437;0.0;218.9455;593.2003;0.0;0.7423;872.9575;16.6064;11313.4499;7.1258;0.2225;170.0168;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;39;0.0;0.0;0.0;0.0
39;0.3494;136.6374;38967.9575;0.1117;59.3085;12677948.1392;16.3847;60.4915;0.0;0.0;0.0;95.4792;0.0;345.6105;505.2448;0.0;0.8652;718.6464;15.2073;10780.8915;7.3614;0.2768;199.4984;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;40;0.0;0.0;0.0;0.0
40;0.3189;124.6407;36116.0221;0.1258;63.5597;11421472.1163;15.9012;48.3654;0.0;0.0;0.0;95.5446;0.0;381.9074;541.1482;0.0;0.9373;774.4725;16.5912;11270.3701;7.568;0.3799;190.5499;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;41;0.0;0.0;0.0;0.0
41;0.3126;120.8797;38270.6098;0.1026;34.5509;15731133.3056;15.2282;62.6376;0.0;0.0;0.0;95.8181;0.0;217.3993;555.8349;0.0;0.5699;878.8373;15.1932;11993.7444;7.5705;0.2827;181.5301;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;42;0.0;0.0;0.0;0.0
42;0.3254;117.9877;36598.123;0.1358;60.4641;11105806.4207;15.7894;50.2118;0.0;0.0;0.0;95.0583;0.0;364.017;520.2476;0.0;0.754;728.5464;16.874;11441.5666;7.8711;0.4471;193.1443;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;43;0.0;0.0;0.0;0.0
43;0.3157;111.166;35401.7466;0.1284;43.44;12800411.9131;15.3633;51.8637;0.0;0.0;0.0;94.243;0.0;266.4735;553.5551;0.0;0.4946;827.6604;16.7414;11289.5464;7.427;0.4073;163.9248;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;44;0.0;0.0;0.0;0.0
44;0.3552;148.6511;38899.2927;0.1328;54.5415;16459893.5316;15.2875;67.2789;0.0;0.0;0.0;94.2299;0.0;336.186;582.1832;0.0;0.845;858.9121;16.5879;10543.9105;7.4259;0.4118;178.3515;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;45;0.0;0.0;0.0;0.0
45;0.2882;115.2083;38105.835;0.0908;38.0526;14894581.3679;15.5547;68.3126;0.0;0.0;0.0;93.4272;0.0;228.5577;547.3982;0.0;0.1149;761.885;16.1756;11934.3833;7.7261;0.2091;164.0376;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;46;0.0;0.0;0.0;0.0
46;0.3243;101.1747;36100.1684;0.1213;40.3452;10815768.8644;16.1716;46.6522;0.0;0.0;0.0;95.5993;0.0;238.5031;579.1455;0.0;0.8545;737.0846;15.7001;11325.0812;7.3113;0.3485;197.2076;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;47;0.0;0.0;0.0;0.0
47;0.3787;138.9373;39543.2379;0.1246;38.9484;15559832.7429;16.2193;66.2124;0.0;0.0;0.0;95.7568;0.0;229.9466;544.3616;0.0;0.2829;825.6187;15.0885;10313.5209;7.0302;0.3312;190.9497;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;48;0.0;0.0;0.0;0.0
48;0.3388;113.6731;38295.1;0.124;32.0698;14545905.095;15.1337;62.2151;0.0;0.0;0.0;94.5045;0.0;200.2641;591.0428;0.0;0.0305;800.3143;16.0909;11077.7674;7.8477;0.3865;183.1565;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;49;0.0;0.0;0.0;0.0
49;0.2998;114.022;36434.437;0.0974;48.0551;11876210.4281;16.9882;48.4633;0.0;0.0;0.0;93.496;0.0;264.4752;587.4151;0.0;0.969;796.0456;15.8855;11333.1551;7.5404;0.2098;196.7352;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;50;0.0;0.0;0.0;0.0
50;0.3853;125.8853;36938.3733;0.1485;44.1182;12753299.185;15.537;53.5517;0.0;0.0;0.0;93.3384;0.0;265.0397;569.3012;0.0;0.4024;794.9673;15.0063;10393.6982;7.9694;0.4958;187.452;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;51;0.0;0.0;0.0;0.0
51;0.3304;144.6648;40677.0317;0.1118;59.1865;15906549.4758;16.636;73.2367;0.0;0.0;0.0;95.1522;0.0;338.5267;501.9472;0.0;0.9716;776.8914;16.3891;11354.4243;7.153;0.2871;188.1165;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;52;0.0;0.0;0.0;0.0
52;0.3888;160.2175;37680.9108;0.1479;55.0431;16448525.2329;16.0683;66.1747;0.0;0.0;0.0;94.1583;0.0;322.5462;515.1188;0.0;0.5713;885.917;15.6188;10013.1229;7.7569;0.4602;162.9159;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;53;0.0;0.0;0.0;0.0
53;0.384;143.0193;40617.2645;0.1359;50.4402;15157442.6557;15.8993;69.6928;0.0;0.0;0.0;93.4835;0.0;296.5744;548.336;0.0;0.8454;762.4855;15.6734;10445.9894;7.0344;0.4052;196.8247;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;54;0.0;0.0;0.0;0.0
54;0.3326;147.1638;40867.225;0.1218;46.2809;19559116.2193;15.6561;79.9247;0.0;0.0;0.0;93.7056;0.0;277.0023;509.1959;0.0;0.0066;896.557;16.6747;11627.1503;7.0988;0.3684;174.7548;0.0;35.25;1140.0;1141.0;2.4;2.41;0.0;0.0;0.0;7.52;24.5;250.0;0.0;0.0;0.0;571.0;1499.0;36900.0;0.0;40.0;0.0;150.0;0.0;1.0;1.0;1.0;4000.0;55;0.0;0.0;0.0;0.0
